开始统计文件行数...

0it [00:00, ?it/s]
12285it [00:00, 122827.28it/s]
读取数据:   8%|▊         | 42725/535402 [00:01<00:16, 30617.55it/s]
读取数据:   9%|▊         | 45798/535402 [00:01<00:16, 30146.97it/s]
读取数据:   9%|▉         | 48822/535402 [00:01<00:16, 29890.77it/s]
读取数据:  10%|▉         | 51817/535402 [00:02<00:36, 13325.96it/s]
读取数据:  10%|█         | 54483/535402 [00:02<00:31, 15429.33it/s]
读取数据:  11%|█         | 58624/535402 [00:02<00:23, 20207.10it/s]
读取数据:  12%|█▏        | 63969/535402 [00:02<00:17, 27123.56it/s]
读取数据:  13%|█▎        | 68131/535402 [00:02<00:15, 30441.55it/s]
读取数据:  13%|█▎        | 71930/535402 [00:02<00:14, 32085.04it/s]
读取数据:  14%|█▍        | 75698/535402 [00:02<00:14, 32802.54it/s]
读取数据:  15%|█▍        | 79377/535402 [00:03<00:34, 13317.30it/s]
读取数据:  15%|█▌        | 82114/535402 [00:04<00:56, 8064.40it/s] 
读取数据:  16%|█▌        | 84136/535402 [00:04<01:10, 6421.67it/s]
读取数据:  16%|█▌        | 85657/535402 [00:05<01:20, 5580.04it/s]
读取数据:  16%|█▌        | 86826/535402 [00:05<01:27, 5115.07it/s]
读取数据:  16%|█▋        | 87751/535402 [00:05<01:34, 4720.87it/s]
读取数据:  17%|█▋        | 88499/535402 [00:06<01:40, 4465.85it/s]
读取数据:  17%|█▋        | 89125/535402 [00:06<01:46, 4194.12it/s]
读取数据:  17%|█▋        | 89658/535402 [00:06<01:50, 4015.73it/s]
读取数据:  17%|█▋        | 90129/535402 [00:06<01:54, 3894.04it/s]
读取数据:  17%|█▋        | 90560/535402 [00:06<01:55, 3849.59it/s]
读取数据:  17%|█▋        | 90972/535402 [00:06<01:58, 3745.82it/s]
读取数据:  17%|█▋        | 91362/535402 [00:06<02:03, 3606.99it/s]
读取数据:  17%|█▋        | 91730/535402 [00:07<02:03, 3583.19it/s]
读取数据:  17%|█▋        | 92093/535402 [00:07<02:06, 3518.23it/s]
读取数据:  17%|█▋        | 92447/535402 [00:07<02:07, 3471.72it/s]
读取数据:  17%|█▋        | 92795/535402 [00:07<02:07, 3462.73it/s]
读取数据:  17%|█▋        | 93142/535402 [00:07<02:09, 3424.30it/s]
读取数据:  17%|█▋        | 93485/535402 [00:07<02:10, 3394.36it/s]
读取数据:  18%|█▊        | 93825/535402 [00:07<02:10, 3389.51it/s]
读取数据:  18%|█▊        | 94167/535402 [00:07<02:09, 3397.80it/s]
读取数据:  18%|█▊        | 94510/535402 [00:07<02:09, 3406.04it/s]
读取数据:  18%|█▊        | 94859/535402 [00:07<02:08, 3429.15it/s]
读取数据:  18%|█▊        | 95202/535402 [00:08<02:10, 3384.26it/s]
读取数据:  18%|█▊        | 95544/535402 [00:08<02:09, 3391.53it/s]
读取数据:  18%|█▊        | 95886/535402 [00:08<02:09, 3398.02it/s]
读取数据:  18%|█▊        | 96226/535402 [00:08<02:10, 3366.65it/s]
读取数据:  18%|█▊        | 96574/535402 [00:08<02:09, 3399.75it/s]
读取数据:  18%|█▊        | 96931/535402 [00:08<02:07, 3449.65it/s]
读取数据:  18%|█▊        | 97287/535402 [00:08<02:06, 3476.75it/s]
读取数据:  18%|█▊        | 97635/535402 [00:08<02:07, 3444.67it/s]
读取数据:  18%|█▊        | 97980/535402 [00:08<02:07, 3428.51it/s]
读取数据:  18%|█▊        | 98323/535402 [00:08<02:07, 3420.45it/s]
读取数据:  18%|█▊        | 98666/535402 [00:09<02:09, 3367.64it/s]
读取数据:  18%|█▊        | 99003/535402 [00:09<02:10, 3346.46it/s]
读取数据:  19%|█▊        | 99345/535402 [00:09<02:09, 3366.18it/s]
读取数据:  19%|█▊        | 99682/535402 [00:09<02:09, 3353.55it/s]
读取数据:  19%|█▊        | 100018/535402 [00:09<04:50, 1501.21it/s]
读取数据:  19%|█▊        | 100291/535402 [00:10<04:16, 1696.88it/s]
读取数据:  19%|█▉        | 100596/535402 [00:10<03:43, 1947.45it/s]
读取数据:  19%|█▉        | 100893/535402 [00:10<03:21, 2160.51it/s]
读取数据:  19%|█▉        | 101193/535402 [00:10<03:04, 2349.93it/s]
读取数据:  19%|█▉        | 101543/535402 [00:10<02:44, 2631.17it/s]
读取数据:  19%|█▉        | 101860/535402 [00:10<02:36, 2770.92it/s]
读取数据:  19%|█▉        | 102184/535402 [00:10<02:29, 2894.72it/s]
读取数据:  19%|█▉        | 102539/535402 [00:10<02:20, 3077.35it/s]
读取数据:  19%|█▉        | 102884/535402 [00:10<02:15, 3180.98it/s]
读取数据:  19%|█▉        | 103215/535402 [00:10<02:15, 3179.32it/s]
读取数据:  19%|█▉        | 103545/535402 [00:11<02:14, 3212.56it/s]
读取数据:  19%|█▉        | 103873/535402 [00:11<02:14, 3213.59it/s]
读取数据:  19%|█▉        | 104199/535402 [00:11<02:14, 3204.02it/s]
读取数据:  20%|█▉        | 104540/535402 [00:11<02:12, 3263.23it/s]
读取数据:  20%|█▉        | 104881/535402 [00:11<02:10, 3306.54it/s]
读取数据:  20%|█▉        | 105214/535402 [00:11<02:11, 3281.81it/s]
读取数据:  20%|█▉        | 105561/535402 [00:11<02:08, 3334.60it/s]
读取数据:  20%|█▉        | 105896/535402 [00:11<02:10, 3287.79it/s]
读取数据:  20%|█▉        | 106226/535402 [00:11<02:12, 3236.37it/s]
读取数据:  20%|█▉        | 106557/535402 [00:11<02:11, 3257.40it/s]
读取数据:  20%|█▉        | 106884/535402 [00:12<02:12, 3233.13it/s]
读取数据:  20%|██        | 107208/535402 [00:12<02:13, 3211.32it/s]
读取数据:  20%|██        | 107559/535402 [00:12<02:09, 3295.40it/s]
读取数据:  20%|██        | 107897/535402 [00:12<02:08, 3317.95it/s]
读取数据:  20%|██        | 108230/535402 [00:12<02:09, 3301.94it/s]
读取数据:  20%|██        | 108561/535402 [00:12<02:10, 3283.05it/s]
读取数据:  20%|██        | 108911/535402 [00:12<02:07, 3345.80it/s]
读取数据:  20%|██        | 109246/535402 [00:12<02:08, 3321.77it/s]
读取数据:  20%|██        | 109610/535402 [00:12<02:04, 3410.88it/s]
读取数据:  21%|██        | 109952/535402 [00:12<02:05, 3403.00it/s]
读取数据:  21%|██        | 110295/535402 [00:13<02:04, 3408.39it/s]
读取数据:  21%|██        | 110650/535402 [00:13<02:03, 3449.39it/s]
读取数据:  21%|██        | 110996/535402 [00:13<02:06, 3366.91it/s]
读取数据:  21%|██        | 111334/535402 [00:13<02:06, 3354.38it/s]
读取数据:  21%|██        | 111675/535402 [00:13<02:05, 3363.07it/s]
读取数据:  21%|██        | 112028/535402 [00:13<02:04, 3408.61it/s]
读取数据:  21%|██        | 112370/535402 [00:13<02:05, 3361.35it/s]
读取数据:  21%|██        | 112707/535402 [00:13<02:08, 3291.22it/s]
读取数据:  21%|██        | 113037/535402 [00:13<02:09, 3260.02it/s]
读取数据:  21%|██        | 113377/535402 [00:13<02:07, 3300.50it/s]
读取数据:  21%|██        | 113708/535402 [00:14<02:07, 3302.48it/s]
读取数据:  21%|██▏       | 114054/535402 [00:14<02:05, 3346.14it/s]
读取数据:  21%|██▏       | 114389/535402 [00:14<02:07, 3306.15it/s]
读取数据:  21%|██▏       | 114722/535402 [00:14<02:07, 3311.58it/s]
读取数据:  21%|██▏       | 115084/535402 [00:14<02:03, 3400.35it/s]
读取数据:  22%|██▏       | 115442/535402 [00:14<02:01, 3445.95it/s]
读取数据:  22%|██▏       | 115805/535402 [00:14<01:59, 3500.53it/s]
读取数据:  22%|██▏       | 116183/535402 [00:14<01:57, 3579.82it/s]
读取数据:  22%|██▏       | 116542/535402 [00:14<01:59, 3506.32it/s]
读取数据:  22%|██▏       | 116903/535402 [00:14<01:58, 3536.06it/s]
读取数据:  22%|██▏       | 117261/535402 [00:15<01:57, 3546.38it/s]
读取数据:  22%|██▏       | 117621/535402 [00:15<01:57, 3561.42it/s]
读取数据:  22%|██▏       | 117978/535402 [00:15<01:57, 3543.21it/s]
读取数据:  22%|██▏       | 118333/535402 [00:15<01:59, 3500.83it/s]
读取数据:  22%|██▏       | 118684/535402 [00:15<01:59, 3476.75it/s]
读取数据:  22%|██▏       | 119032/535402 [00:15<01:59, 3473.21it/s]
读取数据:  22%|██▏       | 119380/535402 [00:15<02:01, 3413.58it/s]
读取数据:  22%|██▏       | 119725/535402 [00:15<02:01, 3418.33it/s]
读取数据:  22%|██▏       | 120068/535402 [00:15<02:03, 3361.80it/s]
读取数据:  22%|██▏       | 120405/535402 [00:16<02:05, 3301.50it/s]
读取数据:  23%|██▎       | 120745/535402 [00:16<02:04, 3328.45it/s]
读取数据:  23%|██▎       | 121079/535402 [00:16<02:05, 3293.74it/s]
读取数据:  23%|██▎       | 121427/535402 [00:16<02:03, 3346.52it/s]
读取数据:  23%|██▎       | 121773/535402 [00:16<02:02, 3378.47it/s]
读取数据:  23%|██▎       | 122129/535402 [00:16<02:00, 3431.03it/s]
读取数据:  23%|██▎       | 122473/535402 [00:16<02:01, 3388.92it/s]
读取数据:  23%|██▎       | 122832/535402 [00:16<01:59, 3447.44it/s]
读取数据:  23%|██▎       | 123178/535402 [00:16<02:00, 3423.35it/s]
读取数据:  23%|██▎       | 123536/535402 [00:16<01:58, 3469.10it/s]
读取数据:  23%|██▎       | 123884/535402 [00:17<01:58, 3471.79it/s]
读取数据:  23%|██▎       | 124232/535402 [00:17<02:01, 3370.85it/s]
读取数据:  23%|██▎       | 124576/535402 [00:17<02:01, 3389.59it/s]
读取数据:  23%|██▎       | 124943/535402 [00:17<01:58, 3470.81it/s]
读取数据:  23%|██▎       | 125304/535402 [00:17<01:56, 3510.20it/s]
读取数据:  23%|██▎       | 125656/535402 [00:17<02:00, 3400.32it/s]
读取数据:  24%|██▎       | 125997/535402 [00:17<02:03, 3316.40it/s]
读取数据:  24%|██▎       | 126330/535402 [00:17<02:04, 3281.29it/s]
读取数据:  24%|██▎       | 126659/535402 [00:17<02:05, 3250.04it/s]
读取数据:  24%|██▎       | 126993/535402 [00:17<02:04, 3275.08it/s]
读取数据:  24%|██▍       | 127321/535402 [00:18<02:06, 3217.80it/s]
读取数据:  24%|██▍       | 127664/535402 [00:18<02:04, 3277.99it/s]
读取数据:  24%|██▍       | 127993/535402 [00:18<02:07, 3193.66it/s]
读取数据:  24%|██▍       | 128314/535402 [00:18<02:09, 3141.97it/s]
读取数据:  24%|██▍       | 128644/535402 [00:18<02:07, 3183.98it/s]
读取数据:  24%|██▍       | 128963/535402 [00:18<02:07, 3179.61it/s]
读取数据:  24%|██▍       | 129289/535402 [00:18<02:06, 3201.27it/s]
读取数据:  24%|██▍       | 129622/535402 [00:18<02:05, 3238.20it/s]
读取数据:  24%|██▍       | 129967/535402 [00:18<02:03, 3295.27it/s]
读取数据:  24%|██▍       | 130297/535402 [00:19<02:04, 3241.93it/s]
读取数据:  24%|██▍       | 130633/535402 [00:19<02:03, 3276.20it/s]
读取数据:  24%|██▍       | 130980/535402 [00:19<02:01, 3332.84it/s]
读取数据:  25%|██▍       | 131324/535402 [00:19<02:00, 3359.55it/s]
读取数据:  25%|██▍       | 131661/535402 [00:19<02:01, 3325.30it/s]
读取数据:  25%|██▍       | 131999/535402 [00:19<02:00, 3339.60it/s]
读取数据:  25%|██▍       | 132339/535402 [00:19<02:00, 3355.60it/s]
读取数据:  25%|██▍       | 132691/535402 [00:19<01:58, 3399.36it/s]
读取数据:  25%|██▍       | 133046/535402 [00:19<01:56, 3439.88it/s]
读取数据:  25%|██▍       | 133391/535402 [00:19<01:57, 3408.28it/s]
读取数据:  25%|██▍       | 133739/535402 [00:20<01:57, 3424.06it/s]
读取数据:  25%|██▌       | 134082/535402 [00:20<02:01, 3297.52it/s]
读取数据:  25%|██▌       | 134421/535402 [00:20<02:00, 3322.01it/s]
读取数据:  25%|██▌       | 134754/535402 [00:20<02:00, 3314.27it/s]
读取数据:  25%|██▌       | 135086/535402 [00:20<02:00, 3314.05it/s]
读取数据:  25%|██▌       | 135439/535402 [00:20<01:58, 3376.70it/s]
读取数据:  25%|██▌       | 135778/535402 [00:20<01:58, 3368.10it/s]
读取数据:  25%|██▌       | 136121/535402 [00:20<01:57, 3385.94it/s]
读取数据:  25%|██▌       | 136460/535402 [00:20<02:00, 3314.36it/s]
读取数据:  26%|██▌       | 136806/535402 [00:20<01:58, 3356.21it/s]
读取数据:  26%|██▌       | 137143/535402 [00:21<01:59, 3323.41it/s]
读取数据:  26%|██▌       | 137485/535402 [00:21<01:58, 3351.81it/s]
读取数据:  26%|██▌       | 137829/535402 [00:21<01:57, 3370.86it/s]
读取数据:  26%|██▌       | 138169/535402 [00:21<01:57, 3376.90it/s]
读取数据:  26%|██▌       | 138512/535402 [00:21<01:57, 3391.84it/s]
读取数据:  26%|██▌       | 138852/535402 [00:21<02:00, 3302.38it/s]
读取数据:  26%|██▌       | 139185/535402 [00:21<01:59, 3302.79it/s]
读取数据:  26%|██▌       | 139516/535402 [00:21<02:00, 3278.05it/s]
读取数据:  26%|██▌       | 139859/535402 [00:21<01:59, 3320.74it/s]
读取数据:  26%|██▌       | 140192/535402 [00:21<01:59, 3301.22it/s]
读取数据:  26%|██▌       | 140530/535402 [00:22<01:58, 3324.13it/s]
读取数据:  26%|██▋       | 140863/535402 [00:22<01:59, 3298.48it/s]
读取数据:  26%|██▋       | 141198/535402 [00:22<01:59, 3310.74it/s]
读取数据:  26%|██▋       | 141530/535402 [00:22<02:00, 3256.53it/s]
读取数据:  26%|██▋       | 141856/535402 [00:22<02:01, 3230.56it/s]
读取数据:  27%|██▋       | 142196/535402 [00:22<01:59, 3278.35it/s]
读取数据:  27%|██▋       | 142525/535402 [00:22<02:00, 3254.40it/s]
读取数据:  27%|██▋       | 142853/535402 [00:22<02:00, 3258.27it/s]
读取数据:  27%|██▋       | 143179/535402 [00:22<02:02, 3198.96it/s]
读取数据:  27%|██▋       | 143500/535402 [00:22<02:03, 3175.20it/s]
读取数据:  27%|██▋       | 143818/535402 [00:23<02:03, 3171.19it/s]
读取数据:  27%|██▋       | 144151/535402 [00:23<02:01, 3214.02it/s]
读取数据:  27%|██▋       | 144488/535402 [00:23<01:59, 3260.20it/s]
读取数据:  27%|██▋       | 144821/535402 [00:23<01:59, 3279.89it/s]
读取数据:  27%|██▋       | 145150/535402 [00:23<01:59, 3263.44it/s]
读取数据:  27%|██▋       | 145477/535402 [00:23<01:59, 3255.42it/s]
读取数据:  27%|██▋       | 145803/535402 [00:23<02:01, 3196.28it/s]
读取数据:  27%|██▋       | 146137/535402 [00:23<02:00, 3237.67it/s]
读取数据:  27%|██▋       | 146468/535402 [00:23<01:59, 3252.74it/s]
读取数据:  27%|██▋       | 146794/535402 [00:23<01:59, 3248.71it/s]
读取数据:  27%|██▋       | 147121/535402 [00:24<01:59, 3253.44it/s]
读取数据:  28%|██▊       | 147447/535402 [00:24<02:00, 3220.48it/s]
读取数据:  28%|██▊       | 147775/535402 [00:24<01:59, 3236.65it/s]
读取数据:  28%|██▊       | 148115/535402 [00:24<01:57, 3285.06it/s]
读取数据:  28%|██▊       | 148452/535402 [00:24<01:56, 3309.45it/s]
读取数据:  28%|██▊       | 148791/535402 [00:24<01:56, 3332.62it/s]
读取数据:  28%|██▊       | 149125/535402 [00:24<01:57, 3288.71it/s]
读取数据:  28%|██▊       | 149480/535402 [00:24<01:54, 3363.17it/s]
读取数据:  28%|██▊       | 149817/535402 [00:24<01:54, 3354.39it/s]
读取数据:  28%|██▊       | 150153/535402 [00:25<04:20, 1479.60it/s]
读取数据:  28%|██▊       | 150408/535402 [00:25<04:06, 1558.78it/s]
读取数据:  28%|██▊       | 150642/535402 [00:25<03:54, 1638.48it/s]
读取数据:  28%|██▊       | 150865/535402 [00:25<03:42, 1729.66it/s]
读取数据:  28%|██▊       | 151083/535402 [00:25<03:33, 1797.38it/s]
读取数据:  28%|██▊       | 151297/535402 [00:26<03:29, 1833.35it/s]
读取数据:  28%|██▊       | 151505/535402 [00:26<03:23, 1883.37it/s]
读取数据:  28%|██▊       | 151744/535402 [00:26<03:10, 2013.96it/s]
读取数据:  28%|██▊       | 151983/535402 [00:26<03:01, 2114.93it/s]
读取数据:  28%|██▊       | 152222/535402 [00:26<02:54, 2191.22it/s]
读取数据:  28%|██▊       | 152458/535402 [00:26<02:51, 2238.16it/s]
读取数据:  29%|██▊       | 152720/535402 [00:26<02:43, 2346.58it/s]
读取数据:  29%|██▊       | 152967/535402 [00:26<02:40, 2382.25it/s]
读取数据:  29%|██▊       | 153251/535402 [00:26<02:31, 2514.45it/s]
读取数据:  29%|██▊       | 153572/535402 [00:26<02:20, 2717.56it/s]
读取数据:  29%|██▊       | 153865/535402 [00:27<02:17, 2776.51it/s]
读取数据:  29%|██▉       | 154183/535402 [00:27<02:11, 2888.83it/s]
读取数据:  29%|██▉       | 154473/535402 [00:27<02:13, 2848.67it/s]
读取数据:  29%|██▉       | 154785/535402 [00:27<02:10, 2927.21it/s]
读取数据:  29%|██▉       | 155106/535402 [00:27<02:06, 3010.56it/s]
读取数据:  29%|██▉       | 155417/535402 [00:27<02:04, 3039.96it/s]
读取数据:  29%|██▉       | 155735/535402 [00:27<02:03, 3080.12it/s]
读取数据:  29%|██▉       | 156063/535402 [00:27<02:00, 3139.42it/s]
读取数据:  29%|██▉       | 156382/535402 [00:27<02:00, 3153.79it/s]
读取数据:  29%|██▉       | 156698/535402 [00:27<02:02, 3097.24it/s]
读取数据:  29%|██▉       | 157015/535402 [00:28<02:01, 3111.81it/s]
读取数据:  29%|██▉       | 157331/535402 [00:28<02:01, 3122.47it/s]
读取数据:  29%|██▉       | 157653/535402 [00:28<01:59, 3151.08it/s]
读取数据:  30%|██▉       | 157969/535402 [00:28<02:03, 3044.01it/s]
读取数据:  30%|██▉       | 158275/535402 [00:28<02:14, 2813.64it/s]
读取数据:  30%|██▉       | 158561/535402 [00:28<02:16, 2765.17it/s]
读取数据:  30%|██▉       | 158840/535402 [00:28<02:17, 2737.72it/s]
读取数据:  30%|██▉       | 159116/535402 [00:28<02:17, 2727.47it/s]
读取数据:  30%|██▉       | 159390/535402 [00:28<02:22, 2634.48it/s]
读取数据:  30%|██▉       | 159689/535402 [00:28<02:17, 2733.69it/s]
读取数据:  30%|██▉       | 160033/535402 [00:29<02:07, 2933.39it/s]
读取数据:  30%|██▉       | 160377/535402 [00:29<02:02, 3073.51it/s]
读取数据:  30%|███       | 160721/535402 [00:29<01:57, 3177.53it/s]
读取数据:  30%|███       | 161041/535402 [00:29<01:59, 3144.75it/s]
读取数据:  30%|███       | 161357/535402 [00:29<01:59, 3119.43it/s]
读取数据:  30%|███       | 161680/535402 [00:29<01:58, 3148.94it/s]
读取数据:  30%|███       | 161996/535402 [00:29<01:58, 3145.96it/s]
读取数据:  30%|███       | 162311/535402 [00:29<01:59, 3128.79it/s]
读取数据:  30%|███       | 162630/535402 [00:29<01:58, 3146.64it/s]
读取数据:  30%|███       | 162964/535402 [00:30<01:56, 3202.64it/s]
读取数据:  30%|███       | 163290/535402 [00:30<01:55, 3218.87it/s]
读取数据:  31%|███       | 163613/535402 [00:30<01:55, 3212.68it/s]
读取数据:  31%|███       | 163935/535402 [00:30<01:55, 3209.12it/s]
读取数据:  31%|███       | 164268/535402 [00:30<01:54, 3244.82it/s]
读取数据:  31%|███       | 164608/535402 [00:30<01:52, 3289.88it/s]
读取数据:  31%|███       | 164939/535402 [00:30<01:52, 3294.50it/s]
读取数据:  31%|███       | 165269/535402 [00:30<01:52, 3275.67it/s]
读取数据:  31%|███       | 165597/535402 [00:30<01:52, 3274.31it/s]
读取数据:  31%|███       | 165925/535402 [00:30<01:53, 3260.21it/s]
读取数据:  31%|███       | 166260/535402 [00:31<01:52, 3281.04it/s]
读取数据:  31%|███       | 166589/535402 [00:31<01:53, 3251.40it/s]
读取数据:  31%|███       | 166927/535402 [00:31<01:52, 3289.03it/s]
读取数据:  31%|███       | 167283/535402 [00:31<01:49, 3369.31it/s]
读取数据:  31%|███▏      | 167621/535402 [00:31<01:55, 3182.35it/s]
读取数据:  31%|███▏      | 167942/535402 [00:31<02:02, 3003.70it/s]
读取数据:  31%|███▏      | 168246/535402 [00:31<02:04, 2960.70it/s]
读取数据:  31%|███▏      | 168545/535402 [00:31<02:04, 2955.63it/s]
读取数据:  32%|███▏      | 168842/535402 [00:31<02:07, 2864.81it/s]
读取数据:  32%|███▏      | 169130/535402 [00:31<02:09, 2833.14it/s]
